Cam1_baseline,Cam1_distance,Cam1_slope,Cam1_intercept,Cam2_baseline,Cam2_distance,Cam2_slope,Cam2_intercept,Cam3_baseline,Cam3_distance,Cam3_slope,Cam3_intercept,Cam4_baseline,Cam4_distance,Cam4_slope,Cam4_intercept,Cam5_baseline,Cam5_distance,Cam6_baseline,Cam6_distance
-5.807870748856921,6.5898443478856805,-0.9259704946696063,5.788340141331409,6.332393584505029,6.321617700567861,-0.9322005032081596,12.059137484219592,-0.2516817689328716,8.39826968640392,-0.9633232392431816,8.81510132252997,2.9222631417123863,4.030342029436927,-0.9118223342476076,7.63016269001471,,,,
-3.1140841702433537,7.821457236826781,,,1.243759994797601,11.299651825323869,,,-0.4619673885409867,8.495926847777374,,,-1.1166803934319558,11.021328928286591,,,,,,
-2.098033455470077,6.472081861306767,,,5.812595649977195,6.841415635095696,,,0.9061125654781412,7.240475351992908,,,-0.5850369566171478,6.12278019573809,,,,,,
-3.7773641829669744,1.8375040411113368,,,1.6116310786214323,10.587979518694263,,,1.5281129536674345,6.230487572151673,,,-3.3425252493976982,8.642177266822603,,,,,,
-9.058336226877366,11.369309353196083,,,2.463696989420845,10.281874974635874,,,0.4455510756344524,7.797891359040409,,,-2.6966656572877565,8.234408896408699,,,,,,
0.8999444889502948,-0.8921484394430633,,,3.1581795833744595,2.167064376687029,,,-0.4975852036750433,7.707933795056703,,,-2.521575535150788,7.509183142085503,,,,,,
-6.900306109247564,16.41885058146496,,,-3.465405007316099,12.138720957204196,,,-1.3886560190553214,7.812297331287432,,,-2.898574157650284,8.517143174809453,,,,,,
-6.90066767346253,12.30771643077674,,,-2.130429211721036,10.222338952794466,,,0.4294087360714501,4.937909646025436,,,-1.8658683441991528,2.1830119914556803,,,,,,
-7.208622182085556,12.558338718580718,,,-3.077389211940514,9.493142229067525,,,2.7130134092697795,0.9710397136234064,,,-4.799050888043314,9.449615298323671,,,,,,
-2.098214332798912,7.225956951887287,,,3.0678124878523967,-0.2152497942539382,,,4.765151785804448,-0.2368447018127462,,,-6.091498740802905,8.27245125691151,,,,,,
