,L-f,L-m,L-h,R-f,R-m,R-h,Index,Result
100,1,1,1,2,0,0,"(9, 9)",Success
101,2,1,1,1,2,1,"(9, 10)",Success
102,1,2,1,2,0,1,"(9, 11)",Success
103,2,1,0,1,0,0,"(9, 12)",Success
104,2,1,1,2,1,1,"(9, 14)",Success
105,2,1,2,4,0,1,"(9, 16)",Success
106,1,1,1,1,0,1,"(9, 17)",Success
107,1,1,1,1,1,1,"(9, 18)",Success
108,1,1,1,1,1,2,"(9, 19)",Success
109,2,2,1,3,1,1,"(9, 20)",Success
110,2,1,0,1,0,2,"(10, 6)",Success
111,1,1,0,2,0,1,"(10, 9)",Success
112,1,2,0,1,0,1,"(10, 10)",Success
113,1,1,1,2,0,1,"(10, 11)",Success
114,1,2,0,1,0,1,"(10, 13)",Success
115,1,1,0,1,0,1,"(10, 14)",Success
116,2,4,1,3,0,2,"(10, 15)",Success
117,1,2,1,2,1,1,"(10, 16)",Success
118,2,3,4,3,1,4,"(10, 17)",Success
119,1,1,1,2,1,2,"(10, 18)",Success
120,1,1,0,2,0,1,"(10, 19)",Success
121,1,1,1,1,0,1,"(10, 20)",Success
122,4,3,4,6,0,5,"(11, 4)",Success
123,2,3,3,2,0,2,"(11, 5)",Success
124,2,3,3,5,0,2,"(11, 6)",Success
125,3,5,2,6,1,3,"(11, 7)",Success
126,4,3,2,2,1,2,"(11, 8)",Success
127,5,4,3,4,0,2,"(11, 10)",Success
128,5,2,2,3,0,3,"(11, 11)",Success
129,1,3,4,4,0,3,"(11, 13)",Success
130,1,4,1,6,0,1,"(11, 14)",Success
131,4,6,4,6,0,6,"(11, 15)",Success
132,7,7,4,5,0,1,"(11, 16)",Success
133,6,3,4,2,1,2,"(11, 17)",Success
134,3,3,3,2,3,1,"(11, 18)",Failed
135,3,4,2,6,1,2,"(11, 19)",Success
136,1,1,2,0,1,1,"(11, 20)",Success
137,2,1,1,1,0,2,"(12, 4)",Success
138,2,1,1,2,0,0,"(12, 5)",Success
139,2,2,2,2,0,1,"(12, 6)",Success
140,2,1,1,2,0,0,"(12, 7)",Success
141,1,1,1,1,0,0,"(12, 8)",Success
142,7,3,2,9,0,9,"(12, 9)",Failed
143,2,2,3,3,0,2,"(12, 10)",Success
144,1,4,3,8,0,4,"(12, 11)",Failed
145,1,2,1,2,0,0,"(12, 13)",Success
146,1,1,1,2,0,0,"(12, 14)",Success
147,4,5,7,4,1,4,"(12, 15)",Success
148,2,2,1,2,0,1,"(12, 16)",Success
149,3,7,4,9,0,5,"(12, 17)",Failed
150,1,4,6,1,0,3,"(12, 18)",Success
151,2,3,1,2,0,1,"(12, 19)",Success
152,2,2,1,2,0,1,"(12, 20)",Success
153,3,3,2,3,0,0,"(13, 4)",Success
154,2,2,2,3,0,2,"(13, 5)",Success
155,5,2,2,4,0,2,"(13, 6)",Success
156,4,3,4,3,0,5,"(13, 7)",Success
157,3,1,3,4,0,1,"(13, 8)",Success
158,2,0,1,1,0,0,"(13, 9)",Success
159,2,1,2,3,0,1,"(13, 10)",Success
160,1,2,2,1,0,0,"(13, 11)",Success
161,3,3,2,3,0,1,"(13, 12)",Success
162,1,2,1,2,1,1,"(13, 13)",Success
163,3,2,2,3,0,0,"(13, 14)",Success
164,5,5,3,6,1,1,"(13, 16)",Success
165,2,1,1,3,0,1,"(13, 17)",Success
166,5,5,3,7,1,2,"(13, 19)",Success
167,3,2,0,3,0,2,"(13, 20)",Success
168,4,3,1,3,1,1,"(14, 4)",Success
169,1,2,4,2,1,5,"(14, 5)",Failed
170,2,2,3,2,0,2,"(14, 6)",Success
171,2,2,1,2,0,1,"(14, 7)",Success
172,2,3,3,3,0,4,"(14, 8)",Failed
173,1,3,3,2,0,2,"(14, 9)",Success
174,1,2,1,1,0,1,"(14, 10)",Success
175,3,2,1,2,0,2,"(14, 11)",Success
176,4,4,2,3,0,4,"(14, 13)",Success
177,3,5,1,3,0,3,"(14, 14)",Success
178,0,2,0,2,0,0,"(14, 15)",Success
179,3,2,2,1,0,1,"(14, 17)",Success
180,2,2,1,1,0,0,"(14, 20)",Success
181,2,1,2,2,0,0,"(15, 4)",Success
182,3,3,3,4,0,0,"(15, 6)",Success
183,8,1,3,7,0,7,"(15, 9)",Failed
184,2,1,2,5,1,1,"(15, 10)",Success
185,6,3,5,5,1,6,"(15, 12)",Success
186,3,4,3,3,0,3,"(15, 13)",Failed
187,6,1,4,5,0,2,"(15, 14)",Success
188,3,3,3,6,0,4,"(15, 18)",Success
189,2,1,1,4,0,2,"(15, 19)",Success
