,L-fFT,L-fTT,L-mFT,L-mTT,L-hFT,L-hTT,R-fFT,R-fTT,R-mFT,R-mTT,R-hFT,R-hTT,Index,Result
0,0.695,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.275,10000.0,10000.0,10000.0,10000,"(1, 4)",Failed
1,10000.0,0.21,10000.0,10000.0,10000.0,10000.0,10000.0,0.07,10000.0,0.12,10000.0,10000,"(1, 5)",Success
2,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.355,10000.0,10000.0,10000.0,10000,"(1, 6)",Failed
3,0.585,0.585,10000.0,10000.0,10000.0,10000.0,0.575,0.285,0.58,10000.0,10000.0,10000,"(1, 7)",Success
4,0.65,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.265,0.59,10000.0,10000.0,10000,"(1, 8)",Failed
5,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,10000.0,10000.0,10000.0,10000,"(1, 9)",Failed
6,10000.0,0.22,10000.0,0.315,10000.0,10000.0,0.21,0.0,0.23,10000.0,10000.0,10000,"(1, 10)",Success
7,0.32,0.33,10000.0,10000.0,10000.0,0.335,10000.0,0.185,10000.0,10000.0,10000.0,10000,"(1, 11)",Success
8,0.17,0.2,10000.0,10000.0,10000.0,10000.0,10000.0,0.1,10000.0,10000.0,10000.0,10000,"(1, 12)",Success
9,0.47,0.465,10000.0,0.545,10000.0,0.52,10000.0,0.125,10000.0,10000.0,10000.0,10000,"(1, 13)",Success
10,0.475,0.555,10000.0,0.595,10000.0,0.56,10000.0,0.205,10000.0,0.505,10000.0,10000,"(1, 14)",Success
11,0.175,0.175,10000.0,0.21,10000.0,0.215,10000.0,0.0,10000.0,10000.0,10000.0,10000,"(1, 15)",Success
12,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.345,10000.0,10000.0,10000.0,10000,"(1, 16)",Failed
13,10000.0,0.31,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,10000.0,10000.0,10000.0,10000,"(1, 17)",Success
14,10000.0,0.22,10000.0,0.275,10000.0,0.245,10000.0,0.245,0.225,0.24,10000.0,10000,"(1, 18)",Success
15,10000.0,0.38,10000.0,10000.0,10000.0,10000.0,10000.0,0.105,10000.0,10000.0,10000.0,10000,"(1, 19)",Success
16,10000.0,0.215,10000.0,0.29,10000.0,10000.0,10000.0,0.125,10000.0,10000.0,10000.0,10000,"(1, 20)",Success
17,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,10000.0,10000.0,10000.0,10000,"(2, 4)",Failed
18,10000.0,0.185,10000.0,10000.0,10000.0,10000.0,10000.0,0.03,10000.0,10000.0,10000.0,10000,"(2, 5)",Failed
19,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,10000.0,10000.0,10000.0,10000,"(2, 6)",Failed
20,10000.0,0.125,10000.0,10000.0,10000.0,10000.0,10000.0,0.015,10000.0,10000.0,10000.0,10000,"(2, 7)",Failed
21,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,10000.0,10000.0,10000.0,10000,"(2, 8)",Failed
22,10000.0,0.23,10000.0,10000.0,10000.0,10000.0,10000.0,0.335,10000.0,10000.0,10000.0,10000,"(2, 10)",Failed
23,0.255,0.26,10000.0,10000.0,10000.0,10000.0,10000.0,0.155,0.315,0.33,10000.0,10000,"(2, 11)",Success
24,10000.0,0.045,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,10000.0,10000.0,10000.0,10000,"(2, 12)",Failed
25,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.015,10000.0,10000.0,10000.0,10000,"(2, 13)",Failed
26,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,10000.0,10000.0,10000.0,10000,"(2, 14)",Failed
27,10000.0,0.075,10000.0,10000.0,10000.0,10000.0,10000.0,0.01,0.68,10000.0,10000.0,10000,"(2, 15)",Failed
28,10000.0,0.06,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,10000.0,10000.0,10000.0,10000,"(2, 16)",Failed
29,0.36,0.36,10000.0,0.52,10000.0,10000.0,10000.0,0.26,0.465,10000.0,10000.0,10000,"(2, 17)",Success
