,mean,std,group
0,0.8482478632478634,0.13280769858120625,WT-T1-TiTa
1,0.7825589093446237,0.23886399975495537,WT-T2-TiTa
2,0.7014908410916815,0.23496082737594026,WT-T3-TiTa
